wordPairs,English Translation,PairMeanConcreteness,clusters,assocStrength,MeanPairSimilarity,SD,min,max,median,range,skewness,Q1,Q3,primeWord,PrimeMeanConcreteness,SD,min,max,median,range,skewness,Q1,Q3,gramCat,nbletters,orthNeighbours,old20,FLP_RT,MegalexRT,MovieFrequency,BookFrequency,BlogFreqPm,TwitterFreqPm,NewsFreqPm,targetWord,TargetMeanConcreteness,SD,min,max,median,range,skewness,Q1,Q3,gramCat,nbletters,orthNeighbours,old20,FLP_RT,Megalex_RT,MovieFrequency,BookFrequency,BlogFreqPm,TwitterFreqPm,NewsFreqPm
attitude-comportement,attitude behavior,"3,20","1,00","0,02","5,48","1,22","2,00","7,00","6,00","5,00","-0,93","5,00","6,00",attitude,"2,71","1,66","1,00","7,00","2,00","6,00","0,98","1,50","3,50",NOM,"8,00","2,00","2,40","629,91","535,56","21,37","57,50","44,80","16,62","36,18",comportement,"3,69","1,69","1,00","7,00","4,00","6,00","0,21","2,75","4,25",NOM,"12,00","0,00","2,55","595,83",NA,"19,68","15,27","45,05","13,69","46,00"
austérité-sévérité,austerity severity,"2,88","1,00",NA,"3,88","1,82","1,00","7,00","4,00","6,00","-0,36","2,75","5,00",austérité,"2,61","1,45","1,00","7,00","2,00","6,00","0,94","1,00","3,00",NOM,"9,00","0,00","2,95","826,29","717,74","0,64","4,59","12,38","4,12","43,14",sévérité,"3,16","1,80","1,00","7,00","3,00","6,00","0,45","2,00","5,00",NOM,"8,00","0,00","2,60","712,83","582,98","0,95","6,89","1,73","0,18","3,16"
auteur-écrivain,author writer,"5,48","3,00","0,39","5,70","1,22","1,00","7,00","6,00","6,00","-1,27","5,00","7,00",auteur,"5,54","1,46","2,00","7,00","6,00","5,00","-0,81","5,00","7,00",NOM,"6,00","4,00","1,55","623,42","551,64","17,62","32,30","219,44","45,23","95,84",écrivain,"5,43","1,87","1,00","7,00","6,00","6,00","-1,13","4,50","7,00",NOM,"8,00","2,00","1,95","666,04","537,62","20,70","32,43","44,71","8,20","23,44"
autre-soi,other self,"2,72","1,00","0,03","2,32","1,95","1,00","7,00","1,00","6,00","1,14","1,00","4,00",autre,"2,59","1,85","1,00","7,00","2,00","6,00","0,89","1,00","4,00",ADJ,"5,00","4,00","1,70","598,58","507,25","668,48","700,68","1100,67","555,75","710,85",soi,"2,84","1,77","1,00","7,00","2,00","6,00","0,70","1,00","4,00",NOM,"3,00","14,00","1,00","646,50","549,73","0,28","0,00","113,24","50,10","35,04"
avaler-boire,swallow drink,"5,33","2,00","0,05","4,42","1,47","1,00","7,00","5,00","6,00","-0,64","4,00","5,00",avaler,"5,27","1,70","2,00","7,00","6,00","5,00","-0,77","4,00","7,00",VER,"6,00","2,00","1,65","604,18","579,92","11,95","19,39","10,50","6,68","5,44",boire,"5,39","1,84","2,00","7,00","6,00","5,00","-0,69","4,00","7,00",NOM,"5,00","9,00","1,40","589,12","514,52","2,67","2,03","46,96","93,56","15,08"
aveu-confession,admission confession,"3,25","1,00",NA,"5,47","1,31","2,00","7,00","6,00","5,00","-1,06","5,00","6,00",aveu,"3,15","1,57","1,00","7,00","3,00","6,00","0,66","2,00","4,00",NOM,"4,00","2,00","1,75","699,77","592,14","5,86","13,45","6,19","1,99","9,35",confession,"3,35","1,85","1,00","7,00","3,00","6,00","0,49","2,00","4,00",NOM,"10,00","1,00","2,40","611,42",NA,"10,78","7,77","6,13","10,19","3,74"
axiome-théorie,axiom theory,"2,69","1,00","0,05","3,44","1,74","1,00","7,00","4,00","6,00","0,13","2,00","4,50",axiome,"2,92","1,60","1,00","7,00","3,00","6,00","0,47","1,25","4,00",NOM,"6,00","0,00","2,35",NA,NA,"0,10","0,41","0,82","0,43","0,20",théorie,"2,46","1,59","1,00","7,00","2,00","6,00","0,94","1,00","4,00",NOM,"7,00","1,00","2,40","735,25","536,18","27,29","8,04","56,60","21,20","16,81"
bagarre-combat,fight combat,"4,95","2,00",NA,"5,50","1,34","1,00","7,00","6,00","6,00","-1,80","5,00","6,00",bagarre,"4,98","1,58","2,00","7,00","5,00","5,00","-0,45","4,00","6,00",NOM,"7,00","1,00","1,75","672,73","543,18","16,05","9,86","4,19","5,31","12,45",combat,"4,92","1,76","1,00","7,00","5,00","6,00","-0,71","4,00","6,00",NOM,"6,00","1,00","1,90","656,83","513,02","57,31","52,36","75,90","40,31","71,93"
banalité-cliché,banality stereotype,"3,19","1,00",NA,"3,63","1,91","1,00","7,00","4,00","6,00","0,00","2,00","5,00",banalité,"2,68","1,65","1,00","7,00","2,00","6,00","1,06","1,00","4,00",NOM,"8,00","1,00","2,30","712,23","588,67","0,77","5,34","3,67","1,05","1,23",cliché,"3,71","1,67","1,00","7,00","4,00","6,00","-0,08","3,00","5,00",VER,"6,00","1,00","1,80","650,48","570,50","0,46","0,07","10,50","10,48","4,88"
bataille-lutte,battle struggle,"4,56","2,00",NA,"5,63","1,30","1,00","7,00","6,00","6,00","-1,20","5,00","7,00",bataille,"4,86","1,51","2,00","7,00","5,00","5,00","-0,25","4,00","6,00",NOM,"8,00","2,00","1,80","611,59","532,12","28,31","64,19","40,89","22,50","53,40",lutte,"4,26","1,50","1,00","7,00","4,00","6,00","-0,06","3,00","5,00",NOM,"5,00","7,00","1,45","592,44","524,72","22,00","37,36","93,13","25,79","104,17"
bateau-navire,boat ship,"6,61","3,00","0,27","5,68","1,53","1,00","7,00","6,00","6,00","-1,77","5,50","7,00",bateau,"6,71","0,68","4,00","7,00","7,00","3,00","-2,70","7,00","7,00",NOM,"6,00","0,00","1,95","593,16","512,21","106,55","61,22","33,16","21,49","38,64",navire,"6,51","0,70","4,00","7,00","7,00","3,00","-1,52","6,00","7,00",NOM,"6,00","0,00","1,90","636,04","572,28","15,83","28,04","12,44","2,93","31,51"
bâtiment-immeuble,building building,"6,46","3,00",NA,"5,24","1,43","1,00","7,00","5,00","6,00","-0,99","5,00","6,00",bâtiment,"6,50","0,79","4,00","7,00","7,00","3,00","-1,47","6,00","7,00",NOM,"8,00","1,00","2,30","645,96","529,21","22,73","19,93","22,39","9,10","62,63",immeuble,"6,42","1,17","1,00","7,00","7,00","6,00","-3,51","6,00","7,00",ADJ,"8,00","0,00","2,80","670,92","506,38","0,89","0,88","18,78","18,96","44,46"
béatitude-joie,bliss joy,"2,80","1,00","0,14","4,75","1,83","1,00","7,00","5,00","6,00","-0,61","4,00","6,00",béatitude,"2,30","1,29","1,00","6,00","2,00","5,00","1,02","1,00","3,00",NOM,"9,00","0,00","2,75","871,29","687,04","0,58","5,47","2,06","0,33","0,20",joie,"3,31","1,76","1,00","7,00","3,00","6,00","0,47","2,00","4,25",NOM,"4,00","5,00","1,55","578,92","524,43","71,07","134,12","93,95","76,29","28,38"
bébé-enfant,baby child,"6,45","3,00","0,06","4,23","1,68","1,00","7,00","5,00","6,00","-0,35","3,00","5,00",bébé,"6,43","0,83","4,00","7,00","7,00","3,00","-1,29","6,00","7,00",NOM,"4,00","1,00","1,85","574,12","525,60","173,82","36,22","93,46","57,11","26,16",enfant,"6,47","1,05","3,00","7,00","7,00","4,00","-2,07","6,00","7,00",NOM,"6,00","2,00","1,65","582,84","506,68","287,26","381,96","229,00","69,10","126,50"
bénédiction-grâce,blessing grace,"2,65","1,00","0,03","4,93","1,54","1,00","7,00","5,00","6,00","-0,75","4,00","6,00",bénédiction,"2,76","1,70","1,00","7,00","2,00","6,00","1,31","2,00","3,00",NOM,"11,00","0,00","3,15","713,78",NA,"10,61","7,43","7,28","1,70","3,36",grâce,"2,54","1,15","1,00","5,00","2,00","4,00","0,41","2,00","3,00",NOM,"5,00","0,00","1,95","669,73","513,53","32,08","49,66","202,18","130,29","218,51"
berceau-lit,crib bed,"6,72","3,00",NA,"4,95","1,52","1,00","7,00","5,00","6,00","-0,42","4,00","6,00",berceau,"6,60","0,87","3,00","7,00","7,00","4,00","-2,77","6,75","7,00",NOM,"7,00","1,00","1,90","580,40","564,26","6,72","12,43","7,01","1,48","4,12",lit,"6,84","0,44","5,00","7,00","7,00","2,00","-2,92","7,00","7,00",VER,"3,00","19,00","1,00","606,16","490,91","14,22","24,86","119,19","177,43","24,08"
bibliothèque-étagère,library shelf,"6,54","3,00",NA,"4,16","1,88","1,00","7,00","5,00","6,00","-0,35","3,00","5,00",bibliothèque,"6,48","0,80","4,00","7,00","7,00","3,00","-1,93","6,00","7,00",NOM,"12,00","0,00","4,30","642,13",NA,"18,22","36,82","77,81","24,09","13,18",étagère,"6,60","0,63","5,00","7,00","7,00","2,00","-1,36","6,00","7,00",NOM,"7,00","0,00","2,50","688,19","544,44","3,29","9,59","4,70","2,53","0,50"
bien-bon,well good,"2,86","1,00",NA,"5,00","1,35","1,00","7,00","5,00","6,00","-0,70","4,00","6,00",bien,"2,60","1,52","1,00","7,00","2,00","6,00","0,68","1,00","4,00",ADJ,"4,00","6,00","1,60","692,73","483,35","34,29","36,55","2866,60","4070,02","1288,91",bon,"3,13","1,62","1,00","7,00","3,00","6,00","0,85","2,00","4,00",ADJ,"3,00","22,00","1,00","549,17","523,01","836,29","376,28","829,17","3156,73","307,97"
billet-bulletin,ticket report,"5,99","3,00",NA,"2,83","1,83","1,00","7,00","2,00","6,00","0,55","1,00","4,50",billet,"6,21","1,21","1,00","7,00","7,00","6,00","-2,51","6,00","7,00",NOM,"6,00","6,00","1,60","648,04","545,08","41,47","32,23","129,26","82,90","26,19",bulletin,"5,77","1,31","3,00","7,00","6,00","4,00","-0,81","5,00","7,00",NOM,"8,00","0,00","3,00","682,77","546,18","4,99","5,41","11,13","5,96","10,84"
biologie-chimie,biology chemistry,"4,20","2,00","0,03","4,14","1,71","1,00","7,00","4,00","6,00","-0,26","3,00","5,00",biologie,"4,13","1,87","1,00","7,00","4,00","6,00","0,18","2,75","5,25",NOM,"8,00","0,00","2,40","658,00","579,48","4,13","1,22","6,04","2,13","3,42",chimie,"4,28","1,65","1,00","7,00","4,50","6,00","-0,62","3,75","5,00",NOM,"6,00","1,00","1,90","624,28","527,98","5,28","5,00","7,07","10,22","8,18"
blague-plaisanterie,joke prank,"3,81","1,00",NA,"6,05","1,05","3,00","7,00","6,00","4,00","-1,06","6,00","7,00",blague,"3,97","1,85","1,00","7,00","4,00","6,00","0,20","2,00","6,00",NOM,"6,00","3,00","1,65","571,88","509,62","60,33","16,82","19,02","121,19","6,17",plaisanterie,"3,65","1,74","1,00","7,00","3,50","6,00","0,18","2,00","5,00",NOM,"12,00","0,00","2,70","651,83",NA,"13,41","14,05","4,03","2,60","3,39"
blessure-plaie,wound injury,"5,67","3,00","0,09","5,48","1,38","1,00","7,00","6,00","6,00","-1,05","5,00","6,75",blessure,"5,57","1,33","3,00","7,00","6,00","4,00","-0,56","5,00","7,00",NOM,"8,00","0,00","2,55","621,60","547,23","23,05","19,39","13,20","4,62","32,79",plaie,"5,78","1,27","1,00","7,00","6,00","6,00","-1,68","5,00","7,00",NOM,"5,00","10,00","1,05","637,58","546,41","10,42","14,32","5,88","5,96","3,80"
boire-manger,drink eat,"5,76","3,00","0,05","3,34","1,87","1,00","7,00","4,00","6,00","0,23","2,00","5,00",boire,"5,39","1,84","2,00","7,00","6,00","5,00","-0,69","4,00","7,00",NOM,"5,00","9,00","1,40","589,12","514,52","2,67","2,03","46,96","93,56","15,08",manger,"6,13","1,28","2,00","7,00","7,00","5,00","-1,62","6,00","7,00",NOM,"6,00","9,00","1,35","585,17","516,86","5,62","4,05","110,84","190,47","25,43"
bois-métal,wood metal,"6,45","3,00","0,02","2,38","1,70","1,00","6,00","1,00","5,00","0,69","1,00","4,00",bois,"6,38","1,07","2,00","7,00","7,00","5,00","-2,41","6,00","7,00",VER,"4,00","20,00","1,00","600,81","520,93","37,63","9,53","121,19","96,09","70,73",métal,"6,51","0,82","4,00","7,00","7,00","3,00","-1,66","6,00","7,00",NOM,"5,00","1,00","1,85","674,80","521,01","12,16","41,82","20,81","8,31","10,76"
bonheur-joie,happiness joy,"2,81","1,00","0,20","5,56","1,44","1,00","7,00","6,00","6,00","-1,79","5,00","6,00",bonheur,"2,30","1,26","1,00","5,00","2,00","4,00","0,44","1,00","3,25",NOM,"7,00","0,00","1,95","645,83","529,06","78,34","156,35","147,46","148,28","37,44",joie,"3,31","1,76","1,00","7,00","3,00","6,00","0,47","2,00","4,25",NOM,"4,00","5,00","1,55","578,92","524,43","71,07","134,12","93,95","76,29","28,38"
botte-soulier,boot shoe,"6,64","3,00","0,43","4,37","1,78","1,00","7,00","5,00","6,00","-0,44","3,00","6,00",botte,"6,60","0,80","3,00","7,00","7,00","4,00","-2,74","6,00","7,00",NOM,"5,00","14,00","1,05","625,32","557,20","6,38","8,51","6,76","5,06","5,47",soulier,"6,69","0,96","2,00","7,00","7,00","5,00","-3,92","7,00","7,00",NOM,"7,00","5,00","1,70","814,52","621,35","2,53","4,80","1,46","1,23","0,94"
bouclier-armure,shield armor,"6,10","3,00","0,11","4,52","1,72","1,00","7,00","5,00","6,00","-0,76","3,00","6,00",bouclier,"6,00","1,19","3,00","7,00","6,00","4,00","-0,91","5,00","7,00",NOM,"8,00","0,00","1,85","604,80","552,16","10,47","4,59","9,01","6,68","25,78",armure,"6,19","1,35","1,00","7,00","7,00","6,00","-2,23","6,00","7,00",NOM,"6,00","0,00","1,90","664,96","566,89","5,00","5,47","4,22","2,42","0,82"
bouée-balise,buoy beacon,"6,24","3,00",NA,"3,47","1,87","1,00","6,00","4,00","5,00","-0,22","1,00","5,00",bouée,"6,51","0,82","4,00","7,00","7,00","3,00","-1,83","6,00","7,00",NOM,"5,00","14,00","1,00","693,86","624,13","1,30","4,59","1,91","1,70","1,81",balise,"5,97","1,45","1,00","7,00","7,00","6,00","-1,71","5,00","7,00",NOM,"6,00","2,00","1,55","737,27","659,04","2,31","0,27","1,58","6,72","0,96"
bourgeois-riche,bourgeois wealthy,"3,80","1,00",NA,"5,04","1,35","1,00","7,00","5,00","6,00","-0,96","5,00","6,00",bourgeois,"4,11","1,82","1,00","7,00","4,00","6,00","0,36","3,00","5,00",ADJ,"9,00","1,00","2,30","687,50","576,02","3,12","11,82","19,84","6,50","5,47",riche,"3,48","1,91","1,00","7,00","3,00","6,00","0,53","2,00","5,00",ADJ,"5,00","8,00","1,45","646,95","516,47","54,28","42,57","70,56","45,80","35,04"
brise-vent,breeze wind,"4,99","2,00","0,55","4,63","1,68","1,00","7,00","5,00","6,00","-0,84","3,50","6,00",brise,"4,51","1,84","1,00","7,00","5,00","6,00","-0,39","3,00","6,00",NOM,"5,00","13,00","1,00","653,40","544,26","5,60","10,88","12,19","7,69","3,30",vent,"5,47","1,59","1,00","7,00","6,00","6,00","-1,31","5,00","7,00",NOM,"4,00","13,00","1,00","592,28","506,91","71,50","207,64","91,28","84,06","53,84"
budget-bourse,budget wallet,"5,15","2,00","0,01","4,02","1,67","1,00","7,00","4,00","6,00","-0,38","3,00","5,00",budget,"5,03","1,74","1,00","7,00","5,00","6,00","-0,69","4,00","6,50",NOM,"6,00","0,00","2,50","689,78","548,41","10,54","5,34","50,87","56,50","163,27",bourse,"5,28","1,63","1,00","7,00","5,00","6,00","-0,91","5,00","7,00",NOM,"6,00","5,00","1,60","611,13","504,02","17,48","11,22","20,54","24,27","80,96"
bulle-ballon,buble ball,"6,22","3,00",NA,"3,07","1,58","1,00","6,00","3,00","5,00","-0,04","1,75","4,00",bulle,"5,71","1,09","3,00","7,00","6,00","4,00","-0,84","5,00","6,00",NOM,"5,00","10,00","1,25","644,83","550,58","2,99","6,62","19,14","11,63","13,94",ballon,"6,72","0,85","3,00","7,00","7,00","4,00","-3,57","7,00","7,00",NOM,"6,00","6,00","1,65","586,13","543,60","27,27","17,16","18,66","26,19","55,62"
cage-boîte,cage box,"6,28","3,00","0,02","3,87","1,62","1,00","7,00","4,00","6,00","-0,48","3,00","5,00",cage,"6,31","1,02","3,00","7,00","7,00","4,00","-1,67","6,00","7,00",NOM,"4,00","15,00","1,05","630,48","531,12","16,61","34,86","12,35","10,08","9,24",boîte,"6,26","1,11","3,00","7,00","7,00","4,00","-1,40","6,00","7,00",NOM,"5,00","3,00","1,75","606,56","528,96","74,58","94,32","53,78","46,71","31,60"
camion-voiture,truck car,"6,74","3,00","0,19","3,91","1,85","1,00","7,00","4,50","6,00","-0,46","2,00","5,00",camion,"6,87","0,41","5,00","7,00","7,00","2,00","-3,43","7,00","7,00",NOM,"6,00","1,00","1,90","595,46","529,96","50,06","30,27","14,38","13,51","22,68",voiture,"6,62","1,14","1,00","7,00","7,00","6,00","-3,74","7,00","7,00",NOM,"7,00","3,00","1,75","624,00","496,91","388,87","221,15","112,85","136,25","166,28"
camp-colonie,camp colony,"4,79","2,00",NA,"4,77","1,49","1,00","7,00","5,00","6,00","-0,96","4,00","6,00",camp,"5,28","1,48","1,00","7,00","5,00","6,00","-0,70","4,00","7,00",NOM,"4,00","4,00","1,40","696,92","535,75","105,92","75,61","47,72","23,05","79,44",colonie,"4,30","1,75","1,00","7,00","4,00","6,00","-0,39","3,00","5,00",NOM,"7,00","2,00","1,80","659,25","580,71","5,53","10,34","6,86","1,99","4,41"
candidat-concurrent,candidate competitor,"4,84","2,00",NA,"3,69","1,98","1,00","7,00","4,00","6,00","0,06","2,00","5,00",candidat,"5,47","1,54","1,00","7,00","6,00","6,00","-1,07","5,00","7,00",NOM,"8,00","0,00","2,55","659,92","547,75","9,63","2,84","52,57","58,12","197,23",concurrent,"4,20","1,71","1,00","7,00","5,00","6,00","-0,33","3,00","5,50",ADJ,"10,00","0,00","2,20","771,47",NA,"0,32","0,41","5,31","8,13","22,15"
capitaine-chef,captain chief,"5,37","2,00",NA,"4,91","1,74","1,00","7,00","5,00","6,00","-0,89","4,00","6,00",capitaine,"5,85","1,22","3,00","7,00","6,00","4,00","-0,76","5,00","7,00",NOM,"9,00","0,00","2,55","613,43","532,79","150,59","88,45","19,99","12,50","54,28",chef,"4,88","1,69","1,00","7,00","5,00","6,00","-0,52","4,00","6,00",NOM,"4,00","3,00","1,80","674,47","473,48","189,79","172,57","142,79","105,12","361,25"
capitalisme-finance,capitalism finance,"3,42","1,00",NA,"4,13","1,91","1,00","7,00","4,00","6,00","-0,12","3,00","6,00",capitalisme,"3,40","1,92","1,00","7,00","3,00","6,00","0,38","2,00","5,00",NOM,"11,00","1,00","2,90","752,09",NA,"2,97","3,65","41,50","7,08","10,23",finance,"3,45","1,64","1,00","7,00","3,00","6,00","0,24","2,00","5,00",NOM,"7,00","1,00","1,70","659,24","566,82","2,13","1,76","22,39","15,68","32,53"
cartable-sac,schoolbag bag,"6,73","3,00",NA,"5,15","1,41","1,00","7,00","5,00","6,00","-0,66","4,50","6,00",cartable,"6,78","0,70","3,00","7,00","7,00","4,00","-4,66","7,00","7,00",NOM,"8,00","0,00","2,10","679,26","633,08","1,54","9,32","3,25","2,13","1,46",sac,"6,68","0,66","4,00","7,00","7,00","3,00","-2,42","6,75","7,00",NOM,"3,00","14,00","1,20","613,52","509,98","105,96","125,47","86,15","67,62","23,03"
casque-chapeau,helmet hat,"6,63","3,00","0,13","4,00","1,39","1,00","6,00","4,00","5,00","-0,76","3,00","5,00",casque,"6,58","0,63","5,00","7,00","7,00","2,00","-1,27","6,00","7,00",NOM,"6,00","7,00","1,35","618,88","515,56","12,11","21,62","9,86","35,54","7,04",chapeau,"6,69","0,64","4,00","7,00","7,00","3,00","-2,69","6,75","7,00",NOM,"7,00","1,00","2,05","589,76","533,64","48,61","72,91","27,73","34,17","13,39"
catastrophe-drame,catastrophe drama,"3,74","1,00",NA,"5,28","1,56","2,00","7,00","6,00","5,00","-0,81","4,50","6,50",catastrophe,"4,19","2,03","1,00","7,00","4,00","6,00","0,17","3,00","6,25",NOM,"11,00","2,00","2,90","597,83",NA,"14,71","22,91","29,97","14,85","48,58",drame,"3,29","1,43","1,00","7,00","3,00","6,00","0,86","2,00","4,00",NOM,"5,00","6,00","1,55","587,96","517,06","13,48","32,50","30,61","16,94","63,83"
caverne-abri,cave shelter,"5,91","3,00","0,01","4,17","1,69","1,00","7,00","4,00","6,00","-0,31","3,00","5,00",caverne,"5,89","1,41","1,00","7,00","6,00","6,00","-2,07","5,00","7,00",NOM,"7,00","2,00","1,85","629,04","554,55","3,88","6,82","4,85","2,42","1,02",abri,"5,93","1,19","2,00","7,00","6,00","5,00","-0,94","5,00","7,00",NOM,"4,00","1,00","1,75","671,13","570,13","22,70","51,08","26,00","6,68","22,45"
célébrité-gloire,fame glory,"3,15","1,00",NA,"4,88","1,64","1,00","7,00","5,00","6,00","-0,89","4,00","6,00",célébrité,"3,33","1,91","1,00","7,00","3,00","6,00","0,35","2,00","5,00",NOM,"9,00","0,00","2,60","692,44","568,14","4,15","3,51","5,04","4,66","3,54",gloire,"2,97","1,75","1,00","7,00","3,00","6,00","0,73","2,00","4,00",NOM,"6,00","1,00","1,90","605,71","529,54","34,78","48,51","26,48","21,42","10,32"
céleri-tomate,celery tomato,"6,71","3,00",NA,"3,65","1,95","1,00","7,00","4,00","6,00","0,11","2,00","5,00",céleri,"6,70","0,57","5,00","7,00","7,00","2,00","-1,83","7,00","7,00",NOM,"6,00","0,00","2,40","798,59","652,81","1,43","0,81","7,07","0,58","0,79",tomate,"6,71","0,56","5,00","7,00","7,00","2,00","-1,81","7,00","7,00",NOM,"6,00","0,00","1,95","594,60","511,97","7,88","5,74","17,96","7,41","2,19"
céleste-spatial,celestial space,"3,60","1,00","0,02","4,36","1,79","1,00","7,00","5,00","6,00","-0,53","4,00","6,00",céleste,"2,97","1,87","1,00","7,00","3,00","6,00","0,73","1,00","4,00",ADJ,"7,00","1,00","2,30","653,96","574,43","4,43","5,81","8,46","0,94","1,58",spatial,"4,22","1,59","2,00","7,00","4,00","5,00","0,29","3,00","5,25",ADJ,"7,00","0,00","2,70","686,12","603,11","5,90","0,61","4,40","1,48","4,18"
célibataire-seul,single alone,"3,94","2,00","0,13","4,28","2,06","1,00","7,00","5,00","6,00","-0,29","3,00","6,00",célibataire,"4,63","2,19","1,00","7,00","5,00","6,00","-0,39","2,75","7,00",ADJ,"11,00","0,00","3,75","641,70",NA,"11,02","3,45","10,56","10,04","5,20",seul,"3,25","1,76","1,00","7,00","3,00","6,00","0,62","2,00","4,00",ADJ,"4,00","2,00","1,70","552,70","493,76","461,20","478,58","346,45","354,65","289,62"
cerceau-anneau,hoop ring,"6,24","3,00","0,03","4,48","1,68","1,00","7,00","5,00","6,00","-0,49","3,00","5,75",cerceau,"6,23","1,09","3,00","7,00","7,00","4,00","-1,42","6,00","7,00",NOM,"7,00","3,00","2,05","673,18","630,98","0,52","1,96","0,42","0,29","0,20",anneau,"6,24","0,97","3,00","7,00","6,00","4,00","-1,62","6,00","7,00",NOM,"6,00","1,00","1,80","692,20","535,85","17,59","9,53","6,37","1,91","1,37"
cercle-courbe,circle curve,"4,92","2,00",NA,"3,67","1,60","1,00","7,00","4,00","6,00","-0,16","2,00","5,00",cercle,"5,21","1,66","2,00","7,00","6,00","5,00","-0,43","4,00","7,00",NOM,"6,00","1,00","1,80","642,61","540,71","17,77","42,43","39,28","17,05","21,34",courbe,"4,63","1,58","1,00","7,00","5,00","6,00","-0,68","4,00","5,00",ADJ,"6,00","10,00","1,25","662,33","571,13","0,53","3,78","9,98","3,00","7,45"
cerise-fraise,cherry strawberry,"6,73","3,00",NA,"3,63","1,77","1,00","7,00","4,00","6,00","-0,01","2,00","5,00",cerise,"6,58","1,12","1,00","7,00","7,00","6,00","-3,70","7,00","7,00",ADJ,"6,00","1,00","1,85","642,63","547,61","0,57","1,22","11,44","8,09","6,14",fraise,"6,89","0,32","6,00","7,00","7,00","1,00","-2,53","7,00","7,00",NOM,"6,00","1,00","1,70","615,36","551,35","5,28","3,92","6,86","10,19","1,43"
chambre-salon,bedroom living room,"6,08","3,00",NA,"2,56","1,70","1,00","6,00","2,00","5,00","0,57","1,00","4,00",chambre,"6,27","1,13","2,00","7,00","7,00","5,00","-2,10","6,00","7,00",NOM,"7,00","2,00","1,65","561,00","494,17","263,93","380,07","112,45","68,89","111,56",salon,"5,88","1,41","1,00","7,00","6,00","6,00","-1,52","5,00","7,00",NOM,"5,00","10,00","1,40","644,09","541,77","37,06","84,12","62,97","154,53","64,71"
chaos-anarchie,chaos anarchy,"2,83","1,00","0,04","4,59","1,88","1,00","7,00","5,00","6,00","-0,46","3,00","6,00",chaos,"2,89","1,78","1,00","7,00","2,00","6,00","0,81","1,50","4,00",NOM,"5,00","3,00","1,75","630,50","545,75","11,30","10,20","20,02","6,25","14,64",anarchie,"2,77","1,50","1,00","6,00","2,00","5,00","0,54","2,00","4,00",NOM,"8,00","0,00","2,70","750,33","618,70","4,18","4,80","5,92","2,06","1,93"
